pdf_page,chars,preview
64,639,"機關所應防止的違反租稅正義之現象。 所謂租稅正 義 ， 一方面既要求人民公平的納稅， 另一方面也要防 止人民「 不公平」的漏稅。 「 假扶養」的現象， 正是這 種不公平的漏稅行為也。 稅捐機關可公布一定的認定 標 準 ， 從而要求報稅義務人負起協力義務， 例 如 ： 原 因案件曾"
65,626,"民 。 以本院過去對憲法生存權所作的解釋而論， 作為古 典人權意義的生存權， 發揮在保障國民生存與生命法益 的高度重要性上， 效果極為不彰。 就以本院有甚多解釋 涉及到死刑應否廢止之問題為例，皆不能援引此一權 利 ， 獲得成功宣告死刑規定為違憲的結果（ 例如釋字第 五一號、第四七"
66,670,"另外， 本號解釋將「 受扶養之家屬」的生存權， 受 到系爭規定的侵犯， 作為系爭規定違憲的依據。 按系爭 規定乃不許可扶養人扣減一定之扶養支出， 是否可以將 此扶養支出的受益對象權利， 所可能遭受到的損失， 作 為認定系爭規定的侵害法益而違憲？恐有待斟酌。以本 院甫作出之釋字第六"
67,650,"是本席所不贊成將生存權， 作為本號解釋違憲論所侵害 的主要法益之理由也。 ( 四）國家扶助請求權的問題 憲法第一百五十五條之規定： 「 國家為謀社會福利， 應實施社會保險制度。 人民之老弱殘廢， 無力生活， 及 受非常災害者， 國家應予以適當之扶助與救濟。」也作 為本號解釋的立論"
68,685,"除額租稅優惠之政策， 乃是合憲之依據。 至於在具體形 成此優惠政策之細節， 如果有違反平等之處， 可以牴 觸租稅正義或侵犯其他法益一如本號解釋「 家」的制度 性保障， 予以挽救， 不宜以此一條文作為糾正政策 内 涵 的這蕙依據。 三 、 結論一應獎勵與支持「 民德歸厚」的扶養德行"
69,755,"德務盡」 ， 藉著租稅公平原則， 讓此良好的稅捐優惠旨意獲得 更大、更廣範圍的實現也。 萬事莫如救助急。 語云： 「 欠一文錢， 逼死一位英雄好漢； 欠一碗飯， 餓死一位英雄蒙傑」 。 何況同居共生之親人乎？ 「 古文觀止」一書中載有一篇宋朝錢公輔所撰寫的「 義 田記」 ， 讚頌"
70,989,"版 ， 第四七八頁以下； 黃俊杰， 憲法稅概念與稅條款， 傳文化出 版公司， 一九七年， 第六十一頁以下。 註 二 ： 參見柯格鐘， 論個人綜合所得稅之免稅額一大法官釋字第四一五號 解釋與所得稅法第十七條第一項第一款規定評析， 月旦法學雜誌， 元照出版公司， 第一四二期， 二 0"
71,794,"量 ， 亦未斟酌各別農家具體收支情形或其他特殊狀況， 諸如必要之 醫療及保險相關費用之支出等實際所生困窘狀況，自難謂為切近實 際 ， 有失合理」 ， 即可作為參考之用。 註 九 ： 可參見： 葛克昌， 遺產稅規劃與法治國理念， 收於氏著： 國家學與 國家法， 元照出版公司， 二0"
72,707,"部分協同、 部分不同意見書 大法官羅昌發 所得稅法第十七條第一項第一款第四目規定， 於計算個人綜 合所得淨額時， 得由個人綜合所得總額減除「 納稅義務人其他親 屬或家屬， 合於民法第一千一百十四條第四款及第一千一百二十 三條第三項之規定， 未滿二十歲或滿六十歲以上無謀生能力， 確"
73,847,"等原則。 本席敬表同意。由於系爭規定以「 無謀生能力」之被扶 養人年齡作為納稅義務人是否得扣除免稅額之條件， 涉及對無謀 生能力者尊嚴減損之更深一層問題， 本席認為有予指明之必要。 另本號解釋就系爭規定宣告違憲之部分至遲於解釋公布日起屆滿 一年時失效， 多數意見並未說明為何給予緩"
74,742,"礎」 、「 鑒於各聯合國家人民已在《 聯合國憲章》 中重申他們對基本人權、 人格尊嚴和價值以及男女平 等權利的信念， 並決心促成較大自由中的社會進步和 生活水平的改善」 。 該宣言之條文更數次以尊嚴作為 人權的重要 内 涵。 例如該宣言第一條規定：「 人生 而自由， 在尊嚴和權利"
75,771,"主張此等權利， 並作成決定 (subjects with rights , who are capable of claiming those rights and making decisions for their lives based on their fre and i"
76,672,"自無異於公約所反映之國際趨勢及所保護之人權價值 而為解釋之任何理由。 （ 註 二 ） ( 四） 憲法雖僅於增修條文第十條第六項規定「 國家應維護 婦女之人格尊嚴」 ， 而別無其他條文直接規定人民尊嚴 之保護， 然大法官已於以往解釋中， 明文承認人性尊 嚴係屬憲法保障之 内 涵。 "
77,662,"基本權利。 例 如 ， 由殘疾人權利公約第一條與第三條 「 促進對殘疾人固有尊嚴的尊重」 、 對殘疾人「 尊重固 有尊嚴」 等規定可知， 人性尊嚴作為獨立權利之適當性 與重要性。 尊嚴甚至亦可受其他基本權利保障， 例如 世界人權宣言第一條所規定「 人生而自由， 在尊嚴 和權利上一"
78,681,"九年九月七日台財稅第八九〇四五九一八號函參 照） 。 無論年齡是否未滿二十歲或已滿六十歲， 抑或 介於二十歲與六十歲之間， 如有此等造成謀生能力欠 缺之身心障礙或重大疾病等原因， 其在經濟上無法自 主且在社會中處於弱勢的情形並無二致。 法律將此等 弱勢者進一步以年齡為分類， 以決"
79,650,"有些無謀生能力者未必屬於殘疾人。 然兩者重疊範圍 甚 大 ， 則毫無疑問。亦即甚多無謀生能力者， 屬殘疾 人權利公約所直接保護之對象。 縱使殘疾人與無謀生 能力人兩者範圍未必完全一致， 而使若干「 無謀生能 力」者不在殘疾人權利公約適用之範圍， 然參照前揭 其他國際人權公約或宣言"
80,697,"應至遲於本解釋公布之日起二年 内 ， 依本解釋意旨， 檢討 修正羈押法及相關法規， 就受羈押被告及時有效救濟之訴 訟制度， 訂定適當之規範。 」 釋字第六號解釋理由書： 「 ……凡此尚須相當時間審慎規劃， 系爭規定應自本解釋 公布之日起至遲於二年屆滿時， 失其效 力 。」 釋字 "
81,717,"條文的合法存續； 邏輯上甚難自圓其說。 本席認為， 給予緩衝期， 必須基於法律或命令立即失效的結果將 ( 二）有 關 「 緩衝期長短」的理由： 參照本院大法官以往之 造成法制之嚴重混亂或重大衝擊， 或在新制度建立前 解 釋 ， 違憲條文失效之緩衝期長短， 主要考量新制度 立即使違"
82,821,"最低度之生活保障， 以維尊嚴之相同意旨。 註 三 ： 大法官解釋文或解釋理由提及「 尊嚴」的其他前例不少。 例如釋字 第三七二號解釋理由書： 「 人格尊嚴之維護與人身安全之確保， 乃 世界人權宣言所揭示， 並為我國憲法保障人民自由權利之基本理 念 。 ……民法第一千零五十二條第一"
83,768,"部分協同暨部分不同意見書 大法官湯德宗 本席贊同本件多數可決之「 違憲」結 論 （ 「 解釋文」 ）一中華 民國九十年一月三日修正公布之所得稅法第十七條第一項第一款 第四目之年齡限制（ 未滿二十歲或滿六十歲以上） ， 違反憲法第七 條之平等原則； 但無法認同其錯亂之論理。由於多數"
84,926,"依九十年一月三日修正公布之所得稅法第十七條第一項第一款第 四目規定（ 註-） （ 下 稱 「 系爭規定」 ） ， 列報扶養其亡兄之妻羅0 滿 (5 3年次， 患有小兒麻痺及憂鬱症） 免稅額新臺幣（ 下同） 74, 0 元及殘障特別扣除額 74, 000元 ； 於申報 9 5 年度"
85,840,"義務， 人民卻無以訴訟請求法院強制實現的（ 主觀） 權利（ 註 三 ） 。 今日本號解釋明白釋示： 一旦立法者依其裁量， 提供其 以為適當之生存照顧時， 即須恪遵「 平等原則」 ！ 以後法院 雖仍不能具體形塑「 生存權」的 内 容， 惟應致力確保生存照 顧 之 「 平等對待」 （"
