pdf_page,chars,preview
67,996,"受法律協助， 分規定 已違反比例原則及正當法 律程序 ，侵害受調查人員之不表意自由及資訊隱私權 。 五、 聽證會之舉行部分：職權行使法第 5 9 1 、第 5 9 之 3 59 5 、第 5 9 7 59 9 不符憲法第 67 2 使範圍、違反權力分立及侵害人民基本權 1. 憲法"
68,962,"規定，違反權力分立原則，違憲 1. 此部分規定 ， 賦予委員會設立之調查專案小組調查權 ， 調查事項範圍 未限與立法院行使憲法職權有「重大 關聯」者， 已 恣意擴張立法院調查權限。 2. 「弊案調查權」 為監察院專有，惟 依此部分 規定 ，立法 院 調查對象 包含 監察院及其所屬"
69,960,"請主體 ； 聲請人二至四應待具體爭議事件發生 ， 且經機 關協商未果後 ， 依法聲請機關爭議判決 ， 非逕提起本件 聲請； 至 如何進行國情報告乃政治問題， 應不予受理， 且 憲法將質詢權託付予立法院，司法院應予尊重。 二、 系爭 立法程序 並無重大明顯瑕疵 1. 系爭 立法程序"
70,970,"戰」 ，系爭增修條文尚未發生憲政爭議， 是職權行使法 修正條文之違憲審查，應採寬鬆標準， 於法規範 「無任 何合憲 可能」時，始得為違憲宣告。 四、 職權行使法第 5 、第 5 關於總統國情報告規定均未違憲 總統赴立法院國情報告無形成憲政慣例，憲法增 修條文第 ， 僅為負擔性 質"
71,1000,"人提供資料義務 ， 係為完備立法院監督行政之職權 ， 如 生爭議 ， 應循協商途徑決之 ；又 政府人員虛偽陳述刑責 規定之適用對象 ， 僅限公務員。 是本條 符合比例原則 。 六、 職權行使法第 規定均未違憲 1. 第 29 邀請第三人共同參與人事同意 審查 ， 更具民主正當 性"
72,1036,"或國民關心之重大事件予以追查 ，滿足國民知的權利 ， 促進政治透明公開 ， 所追究者 ， 為政府官員乃至政黨之 政治責任，與監察院之調查權在追究行政官員法律責 任不同；至第 4 8 1 關或公務員移送監察院，其移送僅屬 「告發」 性質 ， 未 侵害監察權力核心 。（ 5 ） 釋字"
73,1019,"庫行政 、 私經濟行為相關或受行政管制之人員 ； 職權行 使法關於 調查 權之行使及涉及私人隱私或營業秘密相 關文件 之 調閱 ， 事前定有相關限制 規定 、 事中有相關資 料保管保障 ， 事後 亦有 司法救濟 機制 ，於 調查權正當性 確立 前提下，私人企業無 拒絕提供資料之權"
74,986,"使之必要方式 ； 出席人員類似證人 ， 本無律師或專業人 士在場輔佐權，惟第 59 4 仍使其得經主席同 意 ， 享有該權，以落實武器對等要求 ； 第 5 1 ， 符合正當法 律程序 ， 並在 維護個人基本權 及 尊重他憲政機關 ， 無違 處罰法定及 處罰 明確性 原則 ， 又 "
75,259,"行使法之 「政府人員」 定義不盡相同 ， 已欠缺正當目的 、 合理連結與適當性 ； 大法官歷來僅肯認得就 「違反調查 協力義務者」 科以罰鍰 ， 從未認定可擴張適用至質詢程 序；本條以刑罰為制裁手段 ，違反最後手段性 ，且恐致 寒蟬 效應而有礙責任政治。是本條規定不符權力分立 原"
76,762,"附表三：受理及審查標的 條號 條文內容 立法院職權行使法部分 第 15 1 （第 1 4 3 （第 1 之精神，立法院於每年集會時邀請總統至立法院進行國 3 情報告。 （第 2 1 告書，並於 3 1 （第 3 2 告書，並於 1 第 15 2 （第 1 （第 1 院會決議後，由"
77,809,"（第 5 要求答復卻仍違反者，由主席或質詢委員提議，出席委 員 5 2 元以上 20 （第 6 ，逾期仍不改正者， 得按次連續課處罰鍰。 （第 7 處分書送達之次日起 2 法院提起行政訴訟。 （第 8 1 3 席或質詢委員提議，出席委員 5 院會決議，移送彈劾或懲戒。 （第 9 "
78,805,"（第 1 及是否適任之相關事項進行審查與詢問，由立法院咨請 3 總統或函請提名機關通知被提名人列席說明與答詢。 （第 3 並於結文內記載當據實答復， 絕無匿、 飾、增、減等語。 但就特定問題之答復，如有行政訴訟法所定得拒絕證言 之事由並當場釋明者，不在此限。 第 3 0 1 （第"
79,792,"並提出調查報告、調閱報告及處理意見後即行解散，或 於該屆立法委員任期屆滿時自動解散。 第 4 6 2 （第 2 （第 2 之處置及其卷證，立法院不得行使調查權。尚未確定之 3 訴願事件，或其他依法應獨立行使職權之機關本於職權 處理中之案件，亦同。 （第 3 權之機關亦本於職權進行"
80,779,"第 5 0 1 （第 3 詢問前，應令其宣誓當據實答復，絕無匿、 （第 3 飾、增、減，告以立法院成立本調查委員會或調查專案 5 小組之任務，並告知其有拒絕證言之權利及事由。 （第 4 前項拒絕證言之事由，準用行政訴訟法相關 規定。 （第 5 查專案小組已逾越其職權範圍或涉及法律"
81,301,"（第 4 述者，由主席或質詢委員提議，出席委員 5 或附議，經院會決議，移送彈劾或懲戒。 （第 5 述者，依法追訴其刑事責任。 （第 6 為虛偽陳述者，得經立法院會決議，處新臺幣 2 以上 20 （第 7 分送達之次日起 2 提起行政訴訟。 刑法部分 第 141 1 公務員於立法"
